text,audio,category
and this even though the butler knew it was locked comma,"{'array': array([-0.00039673, -0.00036621, -0.00042725, ..., -0.00213623,
       -0.00161743, -0.00100708]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000040.wav', 'sampling_rate': 16000}",28
for i had a lot to do before it got dark period,"{'array': array([0.00048828, 0.0005188 , 0.0005188 , ..., 0.0010376 , 0.0010376 ,
       0.00109863]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000275.wav', 'sampling_rate': 16000}",28
keep your temper comma,"{'array': array([-3.05175781e-05, -3.05175781e-05,  0.00000000e+00, ...,
       -9.15527344e-05, -6.10351562e-05, -6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000637.wav', 'sampling_rate': 16000}",28
how long did it take him to disconnect all of the glazed copper ribbons comma and substitute the wires of the cable attaching them to queer terminalposts questionmark,"{'array': array([ 5.21850586e-03,  3.96728516e-04, -2.16674805e-03, ...,
        3.05175781e-05,  3.05175781e-05,  3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000568.wav', 'sampling_rate': 16000}",28
after he had looked dazedly around period,"{'array': array([0.00558472, 0.00634766, 0.00216675, ..., 0.00296021, 0.00299072,
       0.00308228]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001031.wav', 'sampling_rate': 16000}",28
on which was lying a card with the words eat me beautifully printed on it in large letters period,"{'array': array([ 1.06811523e-03, -9.76562500e-04, -1.34277344e-03, ...,
       -9.15527344e-05,  9.15527344e-05, -1.22070312e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000122.wav', 'sampling_rate': 16000}",28
flick exclamationpoint flick exclamationpoint flick exclamationpoint all the candles round the outer barrier went out and there was i comma,"{'array': array([-0.00076294, -0.00076294, -0.00073242, ..., -0.00149536,
       -0.00158691, -0.00137329]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000349.wav', 'sampling_rate': 16000}",28
kids maybe you could help by setting out some of the hydroponic troughs for planting period,"{'array': array([0.00161743, 0.00018311, 0.00067139, ..., 0.00146484, 0.00094604,
       0.00042725]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000650.wav', 'sampling_rate': 16000}",28
when i had drunk it i felt altogether better comma and took the old man along with me whilst i had a look into the grey room period,"{'array': array([3.05175781e-05, 9.15527344e-05, 9.15527344e-05, ...,
       3.05175781e-04, 3.35693359e-04, 3.05175781e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000598.wav', 'sampling_rate': 16000}",28
the bums stayed away exclamationpoint,"{'array': array([ 0.00054932,  0.00057983,  0.0007019 , ..., -0.00097656,
        0.00183105,  0.00064087]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000635.wav', 'sampling_rate': 16000}",28
he hardly heard their frightened questions period,"{'array': array([0.00701904, 0.00637817, 0.00479126, ..., 0.00094604, 0.00094604,
       0.00097656]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000497.wav', 'sampling_rate': 16000}",28
pathfinding a means of survival here period,"{'array': array([0.00466919, 0.00527954, 0.00430298, ..., 0.00039673, 0.00042725,
       0.00045776]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000347.wav', 'sampling_rate': 16000}",28
let's make him sociable period,"{'array': array([ 0.00048828,  0.00033569,  0.00024414, ..., -0.00109863,
       -0.00082397, -0.0007019 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000041.wav', 'sampling_rate': 16000}",28
so they began solemnly dancing round and round alice comma,"{'array': array([-3.05175781e-05,  0.00000000e+00,  0.00000000e+00, ...,
       -9.76562500e-04, -1.00708008e-03,  2.74658203e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000798.wav', 'sampling_rate': 16000}",28
the endlichs had sought to time their various crops comma so that they would all be ready for market on as nearly as possible the same day period,"{'array': array([-2.74658203e-04,  1.22070312e-04,  6.10351562e-05, ...,
        1.58691406e-03,  1.61743164e-03,  1.64794922e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000770.wav', 'sampling_rate': 16000}",28
inside himself comma he was fighting the battle of lost things period,"{'array': array([ 0.00253296,  0.00271606,  0.00219727, ..., -0.00286865,
       -0.00280762, -0.00268555]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000297.wav', 'sampling_rate': 16000}",28
for once he ceased to be a gentle parent period,"{'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00039673,
       -0.00036621, -0.00039673]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000159.wav', 'sampling_rate': 16000}",28
how can you start beatin' comma when you ain't done eatin' questionmark,"{'array': array([ 0.00137329,  0.00140381,  0.00140381, ..., -0.00064087,
       -0.00054932, -0.00061035]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001086.wav', 'sampling_rate': 16000}",28
and then after that into a butterfly comma i should think it'll feel a little queer comma don't you think so questionmark,"{'array': array([-6.40869141e-04, -1.03759766e-03, -3.05175781e-05, ...,
        3.05175781e-05,  0.00000000e+00,  3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000623.wav', 'sampling_rate': 16000}",28
next we fit in the airlock cabinet comma at one corner period then we've got to see if we can get up enough air to inflate the whole business period that's the tough part the way things are period,"{'array': array([-6.10351562e-05, -8.23974609e-04, -1.09863281e-03, ...,
       -7.32421875e-04, -7.93457031e-04, -7.62939453e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000521.wav', 'sampling_rate': 16000}",28
and then comma in the same moment comma one of the candles on the table to the left went out period,"{'array': array([0.00015259, 0.00015259, 0.00015259, ..., 0.00024414, 0.00036621,
       0.00036621]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000096.wav', 'sampling_rate': 16000}",28
you see comma,"{'array': array([0.00125122, 0.00128174, 0.00119019, ..., 0.0017395 , 0.00170898,
       0.00167847]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000527.wav', 'sampling_rate': 16000}",28
bubs shrilled period,"{'array': array([-0.00125122, -0.0012207 , -0.0012207 , ...,  0.00076294,
        0.00073242,  0.00073242]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000574.wav', 'sampling_rate': 16000}",28
as for pulling me out of the window comma i only wish they could exclamationpoint,"{'array': array([-9.15527344e-05, -6.10351562e-05, -9.15527344e-05, ...,
        3.96728516e-04,  1.06811523e-03,  1.25122070e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000523.wav', 'sampling_rate': 16000}",28
come here directly and get ready for your walk exclamationpoint,"{'array': array([ 0.00000000e+00, -3.05175781e-05, -3.05175781e-05, ...,
        6.10351562e-05,  6.10351562e-05,  6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000439.wav', 'sampling_rate': 16000}",28
small squinty eyes comma and a pendulous nose period,"{'array': array([ 0.0010376 ,  0.00128174,  0.0015564 , ..., -0.00039673,
       -0.00039673, -0.00042725]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000064.wav', 'sampling_rate': 16000}",28
the old man gave a start comma and slopped some of the coffee period,"{'array': array([-1.52587891e-04, -1.83105469e-04, -1.83105469e-04, ...,
        1.22070312e-04,  1.83105469e-04,  6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000161.wav', 'sampling_rate': 16000}",28
into the loveliest garden you ever saw period,"{'array': array([0.00021362, 0.00021362, 0.00024414, ..., 0.00015259, 0.00015259,
       0.00018311]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000067.wav', 'sampling_rate': 16000}",28
with a sudden lunge neely gripped endlich's hand comma and gave it a savage if momentary twist that sent needles of pain shooting up the homesteader's arm period,"{'array': array([0.00000000e+00, 3.05175781e-05, 0.00000000e+00, ...,
       2.56347656e-03, 2.56347656e-03, 2.50244141e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000869.wav', 'sampling_rate': 16000}",28
john endlich laughed period,"{'array': array([0.00000000e+00, 3.05175781e-05, 0.00000000e+00, ...,
       8.23974609e-04, 8.23974609e-04, 8.85009766e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001221.wav', 'sampling_rate': 16000}",28
hello comma neely comma,"{'array': array([-0.0007019 , -0.0007019 , -0.00073242, ...,  0.0005188 ,
        0.00067139,  0.0007019 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001019.wav', 'sampling_rate': 16000}",28
he said in a poisonoussweet tone period,"{'array': array([9.15527344e-05, 9.15527344e-05, 9.15527344e-05, ...,
       1.46484375e-03, 1.43432617e-03, 1.37329102e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000861.wav', 'sampling_rate': 16000}",28
i do wish they would put their heads down exclamationpoint,"{'array': array([-1.86157227e-03, -9.46044922e-04,  1.22070312e-03, ...,
        9.15527344e-05,  3.05175781e-05,  1.22070312e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000213.wav', 'sampling_rate': 16000}",28
he was scared period,"{'array': array([ 2.74658203e-04,  2.74658203e-04,  2.74658203e-04, ...,
        0.00000000e+00, -3.05175781e-05, -6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000129.wav', 'sampling_rate': 16000}",28
until there was a large pool comma about four inches deep comma,"{'array': array([-0.00228882, -0.00094604,  0.00012207, ..., -0.00100708,
       -0.00100708, -0.0010376 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000158.wav', 'sampling_rate': 16000}",28
abruptly comma i was aware that the candles were all aflicker in that unnatural wind period,"{'array': array([0.00140381, 0.00140381, 0.00143433, ..., 0.00064087, 0.00057983,
       0.0005188 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000345.wav', 'sampling_rate': 16000}",28
here comma come and help me out of this exclamationpoint,"{'array': array([ 0.00027466,  0.00033569,  0.00039673, ...,  0.00024414,
       -0.00033569, -0.00158691]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000508.wav', 'sampling_rate': 16000}",28
even the pang in his wellprotected knuckles was a satisfaction for he knew that the damage to neely's ugly features must be many times greater period,"{'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00140381,
       -0.00137329, -0.00140381]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000904.wav', 'sampling_rate': 16000}",28
we'll get the damn yokel off your neck period,"{'array': array([ 0.00256348,  0.00314331,  0.00335693, ..., -0.00314331,
       -0.00314331, -0.00311279]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001036.wav', 'sampling_rate': 16000}",28
nothing could have damaged it very much comma in the frigid stillness of millions of years period,"{'array': array([-0.00036621,  0.00082397,  0.00390625, ...,  0.00192261,
        0.00198364,  0.00186157]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000559.wav', 'sampling_rate': 16000}",28
in another minute the small but dazzling sun had disappeared behind the broken mountains comma as vesta comma unspherical and malformed comma,"{'array': array([0.0007019 , 0.00076294, 0.00079346, ..., 0.00265503, 0.00939941,
       0.01641846]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000362.wav', 'sampling_rate': 16000}",28
but the silence comma itself comma was an insidious enemy period,"{'array': array([ 0.01657104,  0.00402832, -0.0045166 , ..., -0.0007019 ,
       -0.0007019 , -0.00073242]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000165.wav', 'sampling_rate': 16000}",28
also had things to say comma,"{'array': array([-0.00320435, -0.00463867, -0.0017395 , ..., -0.00192261,
       -0.00195312, -0.00201416]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000290.wav', 'sampling_rate': 16000}",28
and then all round the room period,"{'array': array([-0.00106812, -0.00143433, -0.00167847, ...,  0.00061035,
        0.00054932,  0.00045776]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000336.wav', 'sampling_rate': 16000}",28
about midnight comma i went to bed period,"{'array': array([ 0.00024414,  0.00027466,  0.00027466, ..., -0.00048828,
       -0.00048828, -0.00048828]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000123.wav', 'sampling_rate': 16000}",28
we gotta period,"{'array': array([-0.00085449, -0.00109863, -0.00033569, ..., -0.00189209,
       -0.00186157, -0.00189209]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000652.wav', 'sampling_rate': 16000}",28
i completed the barriers in about an hour comma and you can imagine something of the relief i felt when i felt the pale glare of the electric pentacle once more all about me period,"{'array': array([-0.00015259, -0.00015259, -0.00018311, ...,  0.00216675,
        0.00213623,  0.00228882]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000555.wav', 'sampling_rate': 16000}",28
terrible period,"{'array': array([ 0.00091553,  0.00097656,  0.00100708, ..., -0.00131226,
       -0.00134277, -0.00131226]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000666.wav', 'sampling_rate': 16000}",28
and this was her dream she saw an ancient city comma and a quiet river winding near it along the plain comma,"{'array': array([6.10351562e-05, 5.49316406e-04, 1.43432617e-03, ...,
       1.52587891e-04, 1.52587891e-04, 1.83105469e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000865.wav', 'sampling_rate': 16000}",28
he could only wait period,"{'array': array([-0.00100708, -0.00106812, -0.00112915, ..., -0.0010376 ,
       -0.0010376 , -0.0010376 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000406.wav', 'sampling_rate': 16000}",28
she's no fit company for you exclamationpoint,"{'array': array([-3.81469727e-03, -4.15039062e-03, -8.85009766e-04, ...,
        0.00000000e+00,  0.00000000e+00,  3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000402.wav', 'sampling_rate': 16000}",28
some of the other birds tittered audibly period,"{'array': array([-3.05175781e-05, -9.15527344e-05, -1.22070312e-04, ...,
        4.88281250e-04,  2.74658203e-04,  1.83105469e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000334.wav', 'sampling_rate': 16000}",28
nelly hollered period,"{'array': array([-0.00061035, -0.00064087, -0.00067139, ..., -0.00097656,
       -0.00076294, -0.00061035]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001105.wav', 'sampling_rate': 16000}",28
the room felt a little less inhumanly dreary though comma mind you comma it was quite fresh comma and well kept in every way period,"{'array': array([-0.00140381, -0.00137329, -0.00140381, ...,  0.00195312,
        0.00189209,  0.00183105]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000075.wav', 'sampling_rate': 16000}",28
pleading excuses for his absence comma,"{'array': array([ 0.00210571,  0.00204468,  0.00204468, ..., -0.00027466,
       -0.00067139, -0.00097656]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000030.wav', 'sampling_rate': 16000}",28
where are they comma papa period,"{'array': array([-0.00091553, -0.00088501, -0.00085449, ...,  0.01690674,
        0.01669312,  0.01556396]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000071.wav', 'sampling_rate': 16000}",28
oh exclamationpoint you sing exclamationpoint said the gryphon comma,"{'array': array([ 0.0012207 ,  0.00045776, -0.00085449, ..., -0.00323486,
       -0.00350952, -0.00137329]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000796.wav', 'sampling_rate': 16000}",28
patrobas comma,"{'array': array([ 9.15527344e-05, -2.74658203e-04, -4.88281250e-04, ...,
        7.62939453e-04,  9.76562500e-04,  1.31225586e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000688_S0000219.wav', 'sampling_rate': 16000}",28
to entice me from the pentacles period,"{'array': array([0.00140381, 0.00137329, 0.00161743, ..., 0.00076294, 0.00076294,
       0.00082397]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000486.wav', 'sampling_rate': 16000}",28
and the others comma yelling and hooting comma made it a pack,"{'array': array([-6.10351562e-05, -9.15527344e-05, -6.10351562e-05, ...,
       -1.00708008e-03, -9.46044922e-04, -9.15527344e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000066.wav', 'sampling_rate': 16000}",28
and then a silence that was almost worse than the noise of the door for i kept fancying that some awful thing was stealing upon me along the corridor period,"{'array': array([-0.00128174, -0.00125122, -0.00128174, ...,  0.00054932,
        0.00057983,  0.00061035]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000227.wav', 'sampling_rate': 16000}",28
john endlich answered period,"{'array': array([0.00094604, 0.00097656, 0.00097656, ..., 0.00106812, 0.00106812,
       0.00100708]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000216.wav', 'sampling_rate': 16000}",28
offended indeed exclamationpoint cried the mouse comma who seemed to be positively trembling with rage comma,"{'array': array([ 0.        ,  0.00021362,  0.00018311, ..., -0.00088501,
       -0.00216675, -0.0007019 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000271.wav', 'sampling_rate': 16000}",28
i realized all at once that i was doing a very silly thing comma sitting there comma and i jumped up period,"{'array': array([-0.00271606, -0.00265503, -0.00262451, ..., -0.00036621,
       -0.00027466, -0.00042725]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000230.wav', 'sampling_rate': 16000}",28
neely comma eyes glazing comma floated gently up and away period,"{'array': array([ 0.00186157,  0.00320435,  0.00338745, ..., -0.00177002,
       -0.00183105, -0.00198364]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000906.wav', 'sampling_rate': 16000}",28
until he glanced at the rapidly declining sun period,"{'array': array([-0.00036621, -0.00033569, -0.00036621, ..., -0.00042725,
       -0.00045776, -0.00042725]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000580.wav', 'sampling_rate': 16000}",28
anyway comma,"{'array': array([-0.00427246, -0.00442505, -0.00442505, ..., -0.00143433,
       -0.00143433, -0.00140381]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000069.wav', 'sampling_rate': 16000}",28
you will see whether i was right period,"{'array': array([ 0.00018311,  0.00021362,  0.00021362, ..., -0.00158691,
       -0.00143433, -0.00140381]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000554.wav', 'sampling_rate': 16000}",28
greed for possession but most of all comma,"{'array': array([-0.00073242, -0.00076294, -0.00076294, ...,  0.00119019,
        0.0012207 ,  0.00115967]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000809.wav', 'sampling_rate': 16000}",28
on this the white rabbit blew three blasts on the trumpet comma,"{'array': array([-3.05175781e-05,  6.10351562e-05,  9.15527344e-05, ...,
        1.37329102e-03,  2.68554688e-03,  2.10571289e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000837.wav', 'sampling_rate': 16000}",28
how can i have done that questionmark thought she comma,"{'array': array([-1.12915039e-03, -7.01904297e-04, -9.76562500e-04, ...,
       -3.05175781e-05, -6.10351562e-05, -9.15527344e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000216.wav', 'sampling_rate': 16000}",28
shall i never get any older than i am now questionmark,"{'array': array([1.52587891e-04, 1.83105469e-04, 1.83105469e-04, ...,
       3.05175781e-05, 6.10351562e-05, 3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000477.wav', 'sampling_rate': 16000}",28
